Biosample,colA,colB,colC,projectGoldId,biosampleGoldId,sequencingStrategy
SAMEA7724351,3926984,582700997,148.383848,Gp0578418,Gb0297473,Metagenome
SAMEA7724351,3926984,582700997,148.383848,Gp0620066,Gb0297473,Targeted Gene Survey
SAMEA7723928,3927908,583165208,148.467125,Gp0619053,Gb0315959,Metagenome
SAMEA7723928,3927908,583165208,148.467125,Gp0619816,Gb0315959,Targeted Gene Survey
SAMEA7723461,3933192,585132659,148.767886,Gp0619414,Gb0315669,Targeted Gene Survey
SAMEA7723461,3933192,585132659,148.767886,Gp0618763,Gb0315669,Metagenome
SAMEA7724208,3933638,589125092,149.7659652,Gp0619225,Gb0240087,Targeted Gene Survey
SAMEA7724208,3933638,589125092,149.7659652,Gp0452713,Gb0240087,Metagenome
SAMEA7724187,3937552,584076452,148.3349177,Gp0620042,Gb0316034,Targeted Gene Survey
SAMEA7724187,3937552,584076452,148.3349177,Gp0619128,Gb0316034,Metagenome
SAMEA7723422,3941296,586352128,148.7714011,Gp0619391,Gb0297325,Targeted Gene Survey
SAMEA7723422,3941296,586352128,148.7714011,Gp0577656,Gb0297325,Metagenome
SAMEA7723398,3943292,586301561,148.683273,Gp0618845,Gb0315751,Metagenome
SAMEA7723398,3943292,586301561,148.683273,Gp0619367,Gb0315751,Targeted Gene Survey
SAMEA7724010,3946272,589125280,149.2865368,Gp0619892,Gb0315849,Targeted Gene Survey
SAMEA7724010,3946272,589125280,149.2865368,Gp0618943,Gb0315849,Metagenome
SAMEA7723607,3955652,588161333,148.6888465,Gp0618877,Gb0315783,Metagenome
SAMEA7723607,3955652,588161333,148.6888465,Gp0619558,Gb0315783,Targeted Gene Survey
SAMEA7724147,3962162,588493156,148.5282924,Gp0620002,Gb0315994,Targeted Gene Survey
SAMEA7724147,3962162,588493156,148.5282924,Gp0619088,Gb0315994,Metagenome
SAMEA7723391,3962904,589827663,148.8372322,Gp0619360,Gb0315437,Targeted Gene Survey
SAMEA7723391,3962904,589827663,148.8372322,Gp0618531,Gb0315437,Metagenome
SAMEA7723621,3968862,590136810,148.691693,Gp0618996,Gb0315902,Metagenome
SAMEA7723621,3968862,590136810,148.691693,Gp0619569,Gb0315902,Targeted Gene Survey
SAMEA7723944,3970068,587639185,148.0174105,Gp0619179,Gb0239864,Targeted Gene Survey
SAMEA7723944,3970068,587639185,148.0174105,Gp0452474,Gb0239864,Metagenome
SAMEA7723864,3970466,590697233,148.772772,Gp0618827,Gb0315733,Metagenome
SAMEA7723864,3970466,590697233,148.772772,Gp0619764,Gb0315733,Targeted Gene Survey
SAMEA7724023,3988972,590491796,148.0310707,Gp0578389,Gb0297444,Metagenome
SAMEA7724023,3988972,590491796,148.0310707,Gp0619905,Gb0297444,Targeted Gene Survey
SAMEA7723849,3991464,592703819,148.4928385,Gp0619749,Gb0315766,Targeted Gene Survey
SAMEA7723849,3991464,592703819,148.4928385,Gp0618860,Gb0315766,Metagenome
SAMEA7723671,3995648,594123564,148.6926686,Gp0578149,Gb0297370,Metagenome
SAMEA7723671,3995648,594123564,148.6926686,Gp0619619,Gb0297370,Targeted Gene Survey
SAMEA7724037,3996998,596384346,149.2080672,Gp0578399,Gb0297454,Metagenome
SAMEA7724037,3996998,596384346,149.2080672,Gp0619919,Gb0297454,Targeted Gene Survey
SAMEA7724150,4004076,594258603,148.4134175,Gp0620005,Gb0315997,Targeted Gene Survey
SAMEA7724150,4004076,594258603,148.4134175,Gp0619091,Gb0315997,Metagenome
SAMEA7723431,4011376,600596036,149.7231962,Gp0619150,Gb0240118,Targeted Gene Survey
SAMEA7723431,4011376,600596036,149.7231962,Gp0452744,Gb0240118,Metagenome
SAMEA7724023,4022728,595681025,148.0788721,Gp0578389,Gb0297444,Metagenome
SAMEA7724023,4022728,595681025,148.0788721,Gp0619905,Gb0297444,Targeted Gene Survey
SAMEA7723929,4023852,597254208,148.428473,Gp0578340,Gb0297395,Metagenome
SAMEA7723929,4023852,597254208,148.428473,Gp0619817,Gb0297395,Targeted Gene Survey
SAMEA7723479,4025820,599152290,148.8273917,Gp0619430,Gb0297333,Targeted Gene Survey
SAMEA7723479,4025820,599152290,148.8273917,Gp0577780,Gb0297333,Metagenome
SAMEA7723392,4032446,599340277,148.6294614,Gp0618839,Gb0315745,Metagenome
SAMEA7723392,4032446,599340277,148.6294614,Gp0619361,Gb0315745,Targeted Gene Survey
SAMEA7723873,4037400,599412914,148.46508,Gp0578255,Gb0297382,Metagenome
SAMEA7723873,4037400,599412914,148.46508,Gp0619773,Gb0297382,Targeted Gene Survey
SAMEA7724017,4037670,604004771,149.5924063,Gp0619899,Gb0297440,Targeted Gene Survey
SAMEA7724017,4037670,604004771,149.5924063,Gp0578385,Gb0297440,Metagenome
SAMEA7724037,4042976,603318297,149.226287,Gp0578399,Gb0297454,Metagenome
SAMEA7724037,4042976,603318297,149.226287,Gp0619919,Gb0297454,Targeted Gene Survey
SAMEA7723461,4045660,602064749,148.8174362,Gp0619414,Gb0315669,Targeted Gene Survey
SAMEA7723461,4045660,602064749,148.8174362,Gp0618763,Gb0315669,Metagenome
SAMEA7724137,4051416,602756147,148.7766615,Gp0619992,Gb0315984,Targeted Gene Survey
SAMEA7724137,4051416,602756147,148.7766615,Gp0619078,Gb0315984,Metagenome
SAMEA7723604,4057766,602752091,148.5428413,Gp0578126,Gb0297367,Metagenome
SAMEA7723604,4057766,602752091,148.5428413,Gp0619555,Gb0297367,Targeted Gene Survey
SAMEA7723910,4058476,603481116,148.6964851,Gp0618870,Gb0315776,Metagenome
SAMEA7723910,4058476,603481116,148.6964851,Gp0619803,Gb0315776,Targeted Gene Survey
SAMEA7723949,4061180,607945742,149.6968226,Gp0619184,Gb0239932,Targeted Gene Survey
SAMEA7723949,4061180,607945742,149.6968226,Gp0452558,Gb0239932,Metagenome
SAMEA7723401,4071100,604833679,148.5676301,Gp0619370,Gb0297315,Targeted Gene Survey
SAMEA7723401,4071100,604833679,148.5676301,Gp0577513,Gb0297315,Metagenome
SAMEA7723664,4073662,605848972,148.7234267,Gp0619039,Gb0315945,Metagenome
SAMEA7723664,4073662,605848972,148.7234267,Gp0619612,Gb0315945,Targeted Gene Survey
SAMEA7723861,4074074,605193045,148.5473865,Gp0619761,Gb0315730,Targeted Gene Survey
SAMEA7723861,4074074,605193045,148.5473865,Gp0618824,Gb0315730,Metagenome
SAMEA7723488,4091236,607439442,148.4733323,Gp0577853,Gb0297342,Metagenome
SAMEA7723488,4091236,607439442,148.4733323,Gp0619439,Gb0297342,Targeted Gene Survey
SAMEA7724017,4091906,612206853,149.6141048,Gp0619899,Gb0297440,Targeted Gene Survey
SAMEA7724017,4091906,612206853,149.6141048,Gp0578385,Gb0297440,Metagenome
SAMEA7723688,4094778,608796893,148.6764101,Gp0619636,Gb0297378,Targeted Gene Survey
SAMEA7723688,4094778,608796893,148.6764101,Gp0578216,Gb0297378,Metagenome
SAMEA7723984,4109374,609805159,148.393687,Gp0619866,Gb0315969,Targeted Gene Survey
SAMEA7723984,4109374,609805159,148.393687,Gp0619063,Gb0315969,Metagenome
SAMEA7724147,4120624,612348148,148.605684,Gp0620002,Gb0315994,Targeted Gene Survey
SAMEA7724147,4120624,612348148,148.605684,Gp0619088,Gb0315994,Metagenome
SAMEA7723631,4124328,613839933,148.8339271,Gp0619006,Gb0315912,Metagenome
SAMEA7723631,4124328,613839933,148.8339271,Gp0619579,Gb0315912,Targeted Gene Survey
SAMEA7723928,4134748,614143364,148.5322356,Gp0619053,Gb0315959,Metagenome
SAMEA7723928,4134748,614143364,148.5322356,Gp0619816,Gb0315959,Targeted Gene Survey
SAMEA7723966,4138014,614483519,148.4972064,Gp0619848,Gb0297426,Targeted Gene Survey
SAMEA7723966,4138014,614483519,148.4972064,Gp0578371,Gb0297426,Metagenome
SAMEA7724170,4140646,616376003,148.8598646,Gp0620025,Gb0316017,Targeted Gene Survey
SAMEA7724170,4140646,616376003,148.8598646,Gp0619111,Gb0316017,Metagenome
SAMEA7723425,4146596,616027623,148.5622479,Gp0619394,Gb0297328,Targeted Gene Survey
SAMEA7723425,4146596,616027623,148.5622479,Gp0577708,Gb0297328,Metagenome
SAMEA7724186,4148658,617488572,148.8405581,Gp0620041,Gb0316033,Targeted Gene Survey
SAMEA7724186,4148658,617488572,148.8405581,Gp0619127,Gb0316033,Metagenome
SAMEA7723613,4150070,617278929,148.7394017,Gp0618859,Gb0315765,Metagenome
SAMEA7723613,4150070,617278929,148.7394017,Gp0619564,Gb0315765,Targeted Gene Survey
SAMEA7723717,4153566,617575258,148.6855531,Gp0618923,Gb0315829,Metagenome
SAMEA7723717,4153566,617575258,148.6855531,Gp0619665,Gb0315829,Targeted Gene Survey
SAMEA7724167,4154356,608305068,146.4258403,Gp0619108,Gb0316014,Metagenome
SAMEA7724167,4154356,608305068,146.4258403,Gp0620022,Gb0316014,Targeted Gene Survey
SAMEA7723431,4157796,622614382,149.7462555,Gp0619150,Gb0240118,Targeted Gene Survey
SAMEA7723431,4157796,622614382,149.7462555,Gp0452744,Gb0240118,Metagenome
SAMEA7724316,4163916,622372577,149.4680913,Gp0452656,Gb0240030,Metagenome
SAMEA7724316,4163916,622372577,149.4680913,Gp0619328,Gb0240030,Targeted Gene Survey
SAMEA7724386,4164450,619430414,148.7424303,Gp0578433,Gb0297488,Metagenome
SAMEA7724386,4164450,619430414,148.7424303,Gp0620101,Gb0297488,Targeted Gene Survey
SAMEA7723701,4179358,618963823,148.1002161,Gp0619649,Gb0315813,Targeted Gene Survey
SAMEA7723701,4179358,618963823,148.1002161,Gp0618907,Gb0315813,Metagenome
SAMEA7723671,4182470,622130068,148.7470485,Gp0578149,Gb0297370,Metagenome
SAMEA7723671,4182470,622130068,148.7470485,Gp0619619,Gb0297370,Targeted Gene Survey
SAMEA7723929,4187842,621848508,148.4890089,Gp0578340,Gb0297395,Metagenome
SAMEA7723929,4187842,621848508,148.4890089,Gp0619817,Gb0297395,Targeted Gene Survey
SAMEA7723611,4189630,621622903,148.3717901,Gp0619562,Gb0315763,Targeted Gene Survey
SAMEA7723611,4189630,621622903,148.3717901,Gp0618857,Gb0315763,Metagenome
SAMEA7724209,4205246,626238893,148.918492,Gp0619226,Gb0240088,Targeted Gene Survey
SAMEA7724209,4205246,626238893,148.918492,Gp0452714,Gb0240088,Metagenome
SAMEA7724256,4216622,631264179,149.7085058,Gp0452614,Gb0239988,Metagenome
SAMEA7724256,4216622,631264179,149.7085058,Gp0619268,Gb0239988,Targeted Gene Survey
SAMEA7724137,4219114,627936610,148.8313921,Gp0619992,Gb0315984,Targeted Gene Survey
SAMEA7724137,4219114,627936610,148.8313921,Gp0619078,Gb0315984,Metagenome
SAMEA7723392,4221080,627599370,148.6821785,Gp0618839,Gb0315745,Metagenome
SAMEA7723392,4221080,627599370,148.6821785,Gp0619361,Gb0315745,Targeted Gene Survey
SAMEA7723979,4222870,632714191,149.8303739,Gp0619058,Gb0315964,Metagenome
SAMEA7723979,4222870,632714191,149.8303739,Gp0619861,Gb0315964,Targeted Gene Survey
SAMEA7723607,4226088,628610029,148.7451347,Gp0618877,Gb0315783,Metagenome
SAMEA7723607,4226088,628610029,148.7451347,Gp0619558,Gb0315783,Targeted Gene Survey
SAMEA7723849,4235070,629166795,148.5611324,Gp0619749,Gb0315766,Targeted Gene Survey
SAMEA7723849,4235070,629166795,148.5611324,Gp0618860,Gb0315766,Metagenome
SAMEA7723977,4257152,633691873,148.853476,Gp0619056,Gb0315962,Metagenome
SAMEA7723977,4257152,633691873,148.853476,Gp0619859,Gb0315962,Targeted Gene Survey
SAMEA7724253,4263478,638228441,149.6966657,Gp0452611,Gb0239985,Metagenome
SAMEA7724253,4263478,638228441,149.6966657,Gp0619265,Gb0239985,Targeted Gene Survey
SAMEA7723664,4271168,635478586,148.7833272,Gp0619039,Gb0315945,Metagenome
SAMEA7723664,4271168,635478586,148.7833272,Gp0619612,Gb0315945,Targeted Gene Survey
SAMEA7723479,4278612,636969001,148.8728123,Gp0619430,Gb0297333,Targeted Gene Survey
SAMEA7723479,4278612,636969001,148.8728123,Gp0577780,Gb0297333,Metagenome
SAMEA7723433,4286736,638266100,148.8932605,Gp0619152,Gb0240124,Targeted Gene Survey
SAMEA7723433,4286736,638266100,148.8932605,Gp0452750,Gb0240124,Metagenome
SAMEA7724166,4288208,637936049,148.7651833,Gp0619107,Gb0316013,Metagenome
SAMEA7724166,4288208,637936049,148.7651833,Gp0620021,Gb0316013,Targeted Gene Survey
SAMEA7723909,4289120,635434866,148.1504052,Gp0618869,Gb0315775,Metagenome
SAMEA7723909,4289120,635434866,148.1504052,Gp0619802,Gb0315775,Targeted Gene Survey
SAMEA7723680,4295078,637296306,148.3782846,Gp0619628,Gb0315686,Targeted Gene Survey
SAMEA7723680,4295078,637296306,148.3782846,Gp0618780,Gb0315686,Metagenome
SAMEA7724279,4307258,640277626,148.6508647,Gp0619291,Gb0240011,Targeted Gene Survey
SAMEA7724279,4307258,640277626,148.6508647,Gp0452637,Gb0240011,Metagenome
SAMEA7723668,4314108,642159764,148.8511099,Gp0619616,Gb0315949,Targeted Gene Survey
SAMEA7723668,4314108,642159764,148.8511099,Gp0619043,Gb0315949,Metagenome
SAMEA7724306,4315916,646348741,149.7593422,Gp0452553,Gb0239927,Metagenome
SAMEA7724306,4315916,646348741,149.7593422,Gp0619318,Gb0239927,Targeted Gene Survey
SAMEA7723709,4334158,644297704,148.6557952,Gp0618915,Gb0315821,Metagenome
SAMEA7723709,4334158,644297704,148.6557952,Gp0619657,Gb0315821,Targeted Gene Survey
SAMEA7723855,4339120,645177403,148.6885366,Gp0619755,Gb0315772,Targeted Gene Survey
SAMEA7723855,4339120,645177403,148.6885366,Gp0618866,Gb0315772,Metagenome
SAMEA7724209,4341322,646699262,148.963671,Gp0619226,Gb0240088,Targeted Gene Survey
SAMEA7724209,4341322,646699262,148.963671,Gp0452714,Gb0240088,Metagenome
SAMEA7723635,4347934,646929831,148.7901682,Gp0619010,Gb0315916,Metagenome
SAMEA7723635,4347934,646929831,148.7901682,Gp0619583,Gb0315916,Targeted Gene Survey
SAMEA7723433,4348764,647680998,148.9345014,Gp0619152,Gb0240124,Targeted Gene Survey
SAMEA7723433,4348764,647680998,148.9345014,Gp0452750,Gb0240124,Metagenome
SAMEA7723968,4351368,643956433,147.9894215,Gp0618748,Gb0315654,Metagenome
SAMEA7723968,4351368,643956433,147.9894215,Gp0619850,Gb0315654,Targeted Gene Survey
SAMEA7723895,4356226,647484089,148.6341822,Gp0619795,Gb0297389,Targeted Gene Survey
SAMEA7723895,4356226,647484089,148.6341822,Gp0578334,Gb0297389,Metagenome
SAMEA7723604,4361820,648235616,148.6158567,Gp0578126,Gb0297367,Metagenome
SAMEA7723604,4361820,648235616,148.6158567,Gp0619555,Gb0297367,Targeted Gene Survey
SAMEA7723559,4374074,650010383,148.6052552,Gp0619510,Gb0297365,Targeted Gene Survey
SAMEA7723559,4374074,650010383,148.6052552,Gp0578102,Gb0297365,Metagenome
SAMEA7724174,4375504,642247350,146.7824849,Gp0619115,Gb0316021,Metagenome
SAMEA7724174,4375504,642247350,146.7824849,Gp0620029,Gb0316021,Targeted Gene Survey
SAMEA7723513,4376344,650543502,148.6499923,Gp0619464,Gb0315871,Targeted Gene Survey
SAMEA7723513,4376344,650543502,148.6499923,Gp0618965,Gb0315871,Metagenome
SAMEA7723473,4376722,650439491,148.6133894,Gp0619426,Gb0315444,Targeted Gene Survey
SAMEA7723473,4376722,650439491,148.6133894,Gp0618538,Gb0315444,Metagenome
SAMEA7723665,4381554,651878926,148.7780194,Gp0619040,Gb0315946,Metagenome
SAMEA7723665,4381554,651878926,148.7780194,Gp0619613,Gb0315946,Targeted Gene Survey
SAMEA7723717,4381964,651771815,148.7396553,Gp0618923,Gb0315829,Metagenome
SAMEA7723717,4381964,651771815,148.7396553,Gp0619665,Gb0315829,Targeted Gene Survey
SAMEA7724012,4383384,605724552,138.1865134,Gp0619894,Gb0315851,Targeted Gene Survey
SAMEA7724012,4383384,605724552,138.1865134,Gp0618945,Gb0315851,Metagenome
SAMEA7723890,4401442,657540450,149.3920515,Gp0619790,Gb0315955,Targeted Gene Survey
SAMEA7723890,4401442,657540450,149.3920515,Gp0619049,Gb0315955,Metagenome
SAMEA7723978,4408506,654861145,148.5449141,Gp0619860,Gb0315963,Targeted Gene Survey
SAMEA7723978,4408506,654861145,148.5449141,Gp0619057,Gb0315963,Metagenome
SAMEA7723650,4414618,656945801,148.8114716,Gp0619598,Gb0315931,Targeted Gene Survey
SAMEA7723650,4414618,656945801,148.8114716,Gp0619025,Gb0315931,Metagenome
SAMEA7723425,4414948,656161174,148.6226279,Gp0619394,Gb0297328,Targeted Gene Survey
SAMEA7723425,4414948,656161174,148.6226279,Gp0577708,Gb0297328,Metagenome
SAMEA7723729,4418992,647636691,146.5575613,Gp0619677,Gb0315841,Targeted Gene Survey
SAMEA7723729,4418992,647636691,146.5575613,Gp0618935,Gb0315841,Metagenome
SAMEA7724174,4441728,652686181,146.944203,Gp0619115,Gb0316021,Metagenome
SAMEA7724174,4441728,652686181,146.944203,Gp0620029,Gb0316021,Targeted Gene Survey
SAMEA7723978,4450622,661274414,148.5802241,Gp0619860,Gb0315963,Targeted Gene Survey
SAMEA7723978,4450622,661274414,148.5802241,Gp0619057,Gb0315963,Metagenome
SAMEA7723958,4452222,661881740,148.6632383,Gp0619840,Gb0297418,Targeted Gene Survey
SAMEA7723958,4452222,661881740,148.6632383,Gp0578363,Gb0297418,Metagenome
SAMEA7724306,4452428,666869062,149.7764954,Gp0452553,Gb0239927,Metagenome
SAMEA7724306,4452428,666869062,149.7764954,Gp0619318,Gb0239927,Targeted Gene Survey
SAMEA7724166,4460312,663775397,148.8181538,Gp0619107,Gb0316013,Metagenome
SAMEA7724166,4460312,663775397,148.8181538,Gp0620021,Gb0316013,Targeted Gene Survey
SAMEA7724342,4465910,663771582,148.6307566,Gp0452672,Gb0240046,Metagenome
SAMEA7724342,4465910,663771582,148.6307566,Gp0619344,Gb0240046,Targeted Gene Survey
SAMEA7723911,4478292,669836235,149.5740418,Gp0618871,Gb0315777,Metagenome
SAMEA7723911,4478292,669836235,149.5740418,Gp0619804,Gb0315777,Targeted Gene Survey
SAMEA7723990,4484082,667028588,148.7547703,Gp0619872,Gb0315975,Targeted Gene Survey
SAMEA7723990,4484082,667028588,148.7547703,Gp0619069,Gb0315975,Metagenome
SAMEA7723708,4510884,669372453,148.3905268,Gp0619656,Gb0315820,Targeted Gene Survey
SAMEA7723708,4510884,669372453,148.3905268,Gp0618914,Gb0315820,Metagenome
SAMEA7723909,4511348,668817132,148.2521703,Gp0618869,Gb0315775,Metagenome
SAMEA7723909,4511348,668817132,148.2521703,Gp0619802,Gb0315775,Targeted Gene Survey
SAMEA7724293,4513296,670323396,148.5219219,Gp0619305,Gb0240020,Targeted Gene Survey
SAMEA7724293,4513296,670323396,148.5219219,Gp0452646,Gb0240020,Metagenome
SAMEA7723635,4522264,673124437,148.8467805,Gp0619010,Gb0315916,Metagenome
SAMEA7723635,4522264,673124437,148.8467805,Gp0619583,Gb0315916,Targeted Gene Survey
SAMEA7723645,4523364,672481466,148.6684392,Gp0619593,Gb0315926,Targeted Gene Survey
SAMEA7723645,4523364,672481466,148.6684392,Gp0619020,Gb0315926,Metagenome
SAMEA7723999,4525258,673269772,148.7804169,Gp0619881,Gb0297431,Targeted Gene Survey
SAMEA7723999,4525258,673269772,148.7804169,Gp0578376,Gb0297431,Metagenome
SAMEA7724112,4525570,670955661,148.2588184,Gp0452584,Gb0239958,Metagenome
SAMEA7724112,4525570,670955661,148.2588184,Gp0619195,Gb0239958,Targeted Gene Survey
SAMEA7723504,4526958,661264472,146.0725883,Gp0618743,Gb0315649,Metagenome
SAMEA7723504,4526958,661264472,146.0725883,Gp0619455,Gb0315649,Targeted Gene Survey
SAMEA7723488,4528942,672731419,148.5405243,Gp0577853,Gb0297342,Metagenome
SAMEA7723488,4528942,672731419,148.5405243,Gp0619439,Gb0297342,Targeted Gene Survey
SAMEA7724284,4532354,677817564,149.5508877,Gp0452562,Gb0239936,Metagenome
SAMEA7724284,4532354,677817564,149.5508877,Gp0619296,Gb0239936,Targeted Gene Survey
SAMEA7723968,4537660,671812240,148.0525734,Gp0618748,Gb0315654,Metagenome
SAMEA7723968,4537660,671812240,148.0525734,Gp0619850,Gb0315654,Targeted Gene Survey
SAMEA7723896,4538264,678779859,149.5681739,Gp0578335,Gb0297390,Metagenome
SAMEA7723896,4538264,678779859,149.5681739,Gp0619796,Gb0297390,Targeted Gene Survey
SAMEA7723885,4541690,680570148,149.8495379,Gp0618879,Gb0315785,Metagenome
SAMEA7723885,4541690,680570148,149.8495379,Gp0619785,Gb0315785,Targeted Gene Survey
SAMEA7723709,4550514,676781630,148.7264142,Gp0618915,Gb0315821,Metagenome
SAMEA7723709,4550514,676781630,148.7264142,Gp0619657,Gb0315821,Targeted Gene Survey
SAMEA7723485,4552182,676240195,148.5529785,Gp0577831,Gb0297339,Metagenome
SAMEA7723485,4552182,676240195,148.5529785,Gp0619436,Gb0297339,Targeted Gene Survey
SAMEA7723675,4563422,678342535,148.6477768,Gp0578180,Gb0297374,Metagenome
SAMEA7723675,4563422,678342535,148.6477768,Gp0619623,Gb0297374,Targeted Gene Survey
SAMEA7723915,4574416,680171730,148.6903968,Gp0619808,Gb0315781,Targeted Gene Survey
SAMEA7723915,4574416,680171730,148.6903968,Gp0618875,Gb0315781,Metagenome
SAMEA7723611,4577000,679473417,148.4538818,Gp0619562,Gb0315763,Targeted Gene Survey
SAMEA7723611,4577000,679473417,148.4538818,Gp0618857,Gb0315763,Metagenome
SAMEA7723609,4577846,680771320,148.7099653,Gp0619560,Gb0315897,Targeted Gene Survey
SAMEA7723609,4577846,680771320,148.7099653,Gp0618991,Gb0315897,Metagenome
SAMEA7724043,4582840,680813398,148.5570952,Gp0618555,Gb0315461,Metagenome
SAMEA7724043,4582840,680813398,148.5570952,Gp0619925,Gb0315461,Targeted Gene Survey
SAMEA7724310,4584098,681118419,148.582866,Gp0619322,Gb0240024,Targeted Gene Survey
SAMEA7724310,4584098,681118419,148.582866,Gp0452650,Gb0240024,Metagenome
SAMEA7723911,4590632,686750267,149.5981963,Gp0618871,Gb0315777,Metagenome
SAMEA7723911,4590632,686750267,149.5981963,Gp0619804,Gb0315777,Targeted Gene Survey
SAMEA7723467,4592334,683922578,148.9270114,Gp0618775,Gb0315681,Metagenome
SAMEA7723467,4592334,683922578,148.9270114,Gp0619420,Gb0315681,Targeted Gene Survey
SAMEA7723914,4595240,682701832,148.5671765,Gp0618874,Gb0315780,Metagenome
SAMEA7723914,4595240,682701832,148.5671765,Gp0619807,Gb0315780,Targeted Gene Survey
SAMEA7723885,4599590,689311888,149.8637679,Gp0618879,Gb0315785,Metagenome
SAMEA7723885,4599590,689311888,149.8637679,Gp0619785,Gb0315785,Targeted Gene Survey
SAMEA7723469,4603384,684714064,148.7414615,Gp0618781,Gb0315687,Metagenome
SAMEA7723469,4603384,684714064,148.7414615,Gp0619422,Gb0315687,Targeted Gene Survey
SAMEA7723506,4611876,686445777,148.8430689,Gp0618745,Gb0315651,Metagenome
SAMEA7723506,4611876,686445777,148.8430689,Gp0619457,Gb0315651,Targeted Gene Survey
SAMEA7723420,4613544,685104405,148.498509,Gp0577620,Gb0297323,Metagenome
SAMEA7723420,4613544,685104405,148.498509,Gp0619389,Gb0297323,Targeted Gene Survey
SAMEA7723643,4619370,686822460,148.6831451,Gp0619018,Gb0315924,Metagenome
SAMEA7723643,4619370,686822460,148.6831451,Gp0619591,Gb0315924,Targeted Gene Survey
SAMEA7723889,4620818,691877359,149.7304934,Gp0618882,Gb0315788,Metagenome
SAMEA7723889,4620818,691877359,149.7304934,Gp0619789,Gb0315788,Targeted Gene Survey
SAMEA7723640,4621072,686734918,148.6094391,Gp0619015,Gb0315921,Metagenome
SAMEA7723640,4621072,686734918,148.6094391,Gp0619588,Gb0315921,Targeted Gene Survey
SAMEA7723990,4629580,688915761,148.8073996,Gp0619872,Gb0315975,Targeted Gene Survey
SAMEA7723990,4629580,688915761,148.8073996,Gp0619069,Gb0315975,Metagenome
SAMEA7723533,4632898,693552660,149.70169,Gp0619484,Gb0315891,Targeted Gene Survey
SAMEA7723533,4632898,693552660,149.70169,Gp0618985,Gb0315891,Metagenome
SAMEA7723969,4633044,693629355,149.7135264,Gp0619851,Gb0315655,Targeted Gene Survey
SAMEA7723969,4633044,693629355,149.7135264,Gp0618749,Gb0315655,Metagenome
SAMEA7723504,4633646,677642769,146.2439662,Gp0618743,Gb0315649,Metagenome
SAMEA7723504,4633646,677642769,146.2439662,Gp0619455,Gb0315649,Targeted Gene Survey
SAMEA7723676,4635186,693856736,149.6933966,Gp0619624,Gb0315675,Targeted Gene Survey
SAMEA7723676,4635186,693856736,149.6933966,Gp0618769,Gb0315675,Metagenome
SAMEA7723935,4635188,688459467,148.5289199,Gp0619823,Gb0297401,Targeted Gene Survey
SAMEA7723935,4635188,688459467,148.5289199,Gp0578346,Gb0297401,Metagenome
SAMEA7723518,4643292,693482433,149.3514586,Gp0618970,Gb0315876,Metagenome
SAMEA7723518,4643292,693482433,149.3514586,Gp0619469,Gb0315876,Targeted Gene Survey
SAMEA7724198,4647146,695497274,149.6611628,Gp0619215,Gb0240071,Targeted Gene Survey
SAMEA7724198,4647146,695497274,149.6611628,Gp0452697,Gb0240071,Metagenome
SAMEA7723466,4649234,687100950,147.7879905,Gp0619419,Gb0315680,Targeted Gene Survey
SAMEA7723466,4649234,687100950,147.7879905,Gp0618774,Gb0315680,Metagenome
SAMEA7724350,4650014,688530459,148.0706206,Gp0578417,Gb0297472,Metagenome
SAMEA7724350,4650014,688530459,148.0706206,Gp0620065,Gb0297472,Targeted Gene Survey
SAMEA7724185,4659740,692848121,148.6881502,Gp0620040,Gb0316032,Targeted Gene Survey
SAMEA7724185,4659740,692848121,148.6881502,Gp0619126,Gb0316032,Metagenome
SAMEA7723895,4659800,692898562,148.6970604,Gp0619795,Gb0297389,Targeted Gene Survey
SAMEA7723895,4659800,692898562,148.6970604,Gp0578334,Gb0297389,Metagenome
SAMEA7723852,4659976,698425136,149.8774105,Gp0618863,Gb0315769,Metagenome
SAMEA7723852,4659976,698425136,149.8774105,Gp0619752,Gb0315769,Targeted Gene Survey
SAMEA7723734,4662274,686785652,147.307012,Gp0618940,Gb0315846,Metagenome
SAMEA7723734,4662274,686785652,147.307012,Gp0619682,Gb0315846,Targeted Gene Survey
SAMEA7723985,4664138,693475295,148.6824136,Gp0619064,Gb0315970,Metagenome
SAMEA7723985,4664138,693475295,148.6824136,Gp0619867,Gb0315970,Targeted Gene Survey
SAMEA7723507,4666904,694775961,148.8729918,Gp0618746,Gb0315652,Metagenome
SAMEA7723507,4666904,694775961,148.8729918,Gp0619458,Gb0315652,Targeted Gene Survey
SAMEA7723645,4679074,695935157,148.7335223,Gp0619593,Gb0315926,Targeted Gene Survey
SAMEA7723645,4679074,695935157,148.7335223,Gp0619020,Gb0315926,Metagenome
SAMEA7723533,4681484,700935923,149.7251562,Gp0619484,Gb0315891,Targeted Gene Survey
SAMEA7723533,4681484,700935923,149.7251562,Gp0618985,Gb0315891,Metagenome
SAMEA7723449,4682392,695620340,148.5608937,Gp0619160,Gb0240081,Targeted Gene Survey
SAMEA7723449,4682392,695620340,148.5608937,Gp0452707,Gb0240081,Metagenome
SAMEA7723465,4692294,690757441,147.2110317,Gp0619418,Gb0315673,Targeted Gene Survey
SAMEA7723465,4692294,690757441,147.2110317,Gp0618767,Gb0315673,Metagenome
SAMEA7723634,4692560,697959008,148.7373647,Gp0619009,Gb0315915,Metagenome
