id	name	description	env_broad_scale	env_local_scale	env_medium	type	collection_date	depth	geo_loc_name	lat_lon	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	add_date	community	depth2	habitat	identifier	location	mod_date	ncbi_taxonomy_name	sample_collection_site	part_of	alternative_identifiers	GOLD_sample_identifiers	INSDC_biosample_identifiers	host_name	nitrate	salinity	temp	subsurface_depth	env_package
gold:Gb0291732	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co2_62_25	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5875 -123.1933', 'latitude': 44.5875, 'longitude': -123.1933}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-360-Co2_62_25	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046515			Populus					
gold:Gb0291733	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co3_13_34	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5882 -123.1931', 'latitude': 44.5882, 'longitude': -123.1931}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-360-Co3_13_34	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046539			Populus					
gold:Gb0291734	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL1_25_34	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1208 -123.2691', 'latitude': 46.1208, 'longitude': -123.2691}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-388-CL1_25_34	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046557			Populus					
gold:Gb0291735	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL2_50_4	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1216 -123.2701', 'latitude': 46.1216, 'longitude': -123.2701}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-388-CL2_50_4	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046679			Populus					
gold:Gb0291736	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL3_88_3	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1214 -123.2715', 'latitude': 46.1214, 'longitude': -123.2715}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-388-CL3_88_3	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046690			Populus					
gold:Gb0291737	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co1_32_7	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5879 -123.1939', 'latitude': 44.5879, 'longitude': -123.1939}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-388-Co1_32_7	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046660			Populus					
gold:Gb0291738	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co2_54_7	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5876 -123.1939', 'latitude': 44.5876, 'longitude': -123.1939}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-388-Co2_54_7	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300048091			Populus					
gold:Gb0291739	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co3_8_57	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5882 -123.1924', 'latitude': 44.5882, 'longitude': -123.1924}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-388-Co3_8_57	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046453			Populus					
gold:Gb0291740	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-448-CL1_35_3	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1216 -123.2695', 'latitude': 46.1216, 'longitude': -123.2695}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-448-CL1_35_3	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046516			Populus					
gold:Gb0291741	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-448-CL3_88_32	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1207 -123.2716', 'latitude': 46.1207, 'longitude': -123.2716}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-448-CL3_88_32	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046459			Populus					
gold:Gb0291742	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-470-CL2_38_23	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1211 -123.2696', 'latitude': 46.1211, 'longitude': -123.2696}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-470-CL2_38_23	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046517			Populus					
gold:Gb0291743	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co1_22_4	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.588 -123.194', 'latitude': 44.588, 'longitude': -123.194}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-56-Co1_22_4	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046518			Populus					
gold:Gb0291744	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co2_51_16	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5876 -123.1936', 'latitude': 44.5876, 'longitude': -123.1936}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-56-Co2_51_16	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046519			Populus					
gold:Gb0291745	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co3_6_53	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5882 -123.1925', 'latitude': 44.5882, 'longitude': -123.1925}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-56-Co3_6_53	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046558			Populus					
gold:Gb0291746	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-833-CL2_42_16	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1212 -123.2698', 'latitude': 46.1212, 'longitude': -123.2698}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-833-CL2_42_16	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046642			Populus					
gold:Gb0291747	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-833-CL3_77_6	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1215 -123.2712', 'latitude': 46.1215, 'longitude': -123.2712}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-833-CL3_77_6	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046663			Populus					
gold:Gb0291748	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co1_6_4	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5883 -123.194', 'latitude': 44.5883, 'longitude': -123.194}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-833-Co1_6_4	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300047318			Populus					
gold:Gb0291749	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co2_47_23	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5877 -123.1934', 'latitude': 44.5877, 'longitude': -123.1934}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-833-Co2_47_23	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046520			Populus					
gold:Gb0291750	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co3_31_37	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5879 -123.193', 'latitude': 44.5879, 'longitude': -123.193}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-833-Co3_31_37	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046460			Populus					
gold:Gb0291751	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL1_31_22	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1211 -123.2693', 'latitude': 46.1211, 'longitude': -123.2693}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-845-CL1_31_22	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046475			Populus					
gold:Gb0291752	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL2_37_16	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1213 -123.2696', 'latitude': 46.1213, 'longitude': -123.2696}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-845-CL2_37_16	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046533			Populus					
gold:Gb0291753	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL3_80_19	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1212 -123.2713', 'latitude': 46.1212, 'longitude': -123.2713}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-845-CL3_80_19	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046461			Populus					
gold:Gb0291754	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co1_24_3	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.588 -123.194', 'latitude': 44.588, 'longitude': -123.194}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-845-Co1_24_3	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046528			Populus					
gold:Gb0291755	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co2_60_28	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5875 -123.1932', 'latitude': 44.5875, 'longitude': -123.1932}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-845-Co2_60_28	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046522			Populus					
gold:Gb0291756	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co3_28_42	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5879 -123.1928', 'latitude': 44.5879, 'longitude': -123.1928}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-845-Co3_28_42	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046523			Populus					
gold:Gb0291757	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL1_28_5	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1215 -123.2692', 'latitude': 46.1215, 'longitude': -123.2692}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-847-CL1_28_5	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046543			Populus					
gold:Gb0291758	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL2_38_7	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1214 -123.2696', 'latitude': 46.1214, 'longitude': -123.2696}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-847-CL2_38_7	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046680			Populus					
gold:Gb0291759	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL3_83_27	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.121 -123.2714', 'latitude': 46.121, 'longitude': -123.2714}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-847-CL3_83_27	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046681			Populus					
gold:Gb0291760	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co1_12_9	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5882 -123.1938', 'latitude': 44.5882, 'longitude': -123.1938}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-847-Co1_12_9	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046524			Populus					
gold:Gb0291761	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co2_69_13	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5874 -123.1937', 'latitude': 44.5874, 'longitude': -123.1937}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-847-Co2_69_13	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046694			Populus					
gold:Gb0291762	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co3_9_34	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-04'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '44.5882 -123.1931', 'latitude': 44.5882, 'longitude': -123.1931}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-847-Co3_9_34	poplar common garden site in Corvallis, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046471			Populus					
gold:Gb0291763	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-86-CL2_69_17	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1212 -123.2708', 'latitude': 46.1212, 'longitude': -123.2708}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-86-CL2_69_17	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046462			Populus					
gold:Gb0291764	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-866-CL2_50_11	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1214 -123.2701', 'latitude': 46.1214, 'longitude': -123.2701}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-866-CL2_50_11	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046529			Populus					
gold:Gb0291765	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-866-CL3_75_7	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA	{'has_raw_value': 'ENVO:00000446'}	{'has_raw_value': 'ENVO:00005801'}	{'has_raw_value': 'ENVO:00001998'}	nmdc:Biosample	{'has_raw_value': '2020-09-09'}		{'has_raw_value': 'USA: Oregon'}	{'has_raw_value': '46.1215 -123.271', 'latitude': 46.1215, 'longitude': -123.271}	Host-associated	Plants	Roots	Rhizosphere	Soil	2021-05-03	microbial communities		Rhizosphere soil	BESC-866-CL3_75_7	poplar common garden site in Clatskanie, Oregon, USA	2021-06-16	rhizosphere metagenome	Rhizosphere Soil	gold:Gs0154044	img.taxon:3300046463			Populus					
