id_x	name	description	env_broad_scale	env_local_scale	env_medium	type	collection_date	depth	geo_loc_name	lat_lon	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	add_date	community	depth2	habitat	identifier	location	mod_date	ncbi_taxonomy_name	sample_collection_site	part_of	alternative_identifiers	GOLD_sample_identifiers	INSDC_biosample_identifiers	host_name	nitrate	salinity	temp	subsurface_depth	env_package	id_y
gold:Gb0153645	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_20_10	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest in Minnesota	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00000044'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-06-13'}		{'has_raw_value': 'USA: Minnesota'}	{'has_raw_value': '47.5028 -93.4828', 'latitude': 47.5028, 'longitude': -93.4828}	Environmental	Terrestrial	Soil	Peat	Unclassified	2017-05-05	microbial communities		Peatland	June2016WEW_20_10	SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA	2021-06-16	wetland metagenome	Peatland at SPRUCE experiment site	gold:Gs0110138	img.taxon:3300018037		BIOSAMPLE:SAMN08777129							BIOSAMPLE:SAMN08777129
gold:Gb0153646	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_20_40	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest in Minnesota	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00000044'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-06-13'}		{'has_raw_value': 'USA: Minnesota'}	{'has_raw_value': '47.5028 -93.4828', 'latitude': 47.5028, 'longitude': -93.4828}	Environmental	Terrestrial	Soil	Peat	Unclassified	2017-05-05	microbial communities		Peatland	June2016WEW_20_40	SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA	2021-06-16	wetland metagenome	Peatland at SPRUCE experiment site	gold:Gs0110138	img.taxon:3300018009		BIOSAMPLE:SAMN08776813							BIOSAMPLE:SAMN08776813
gold:Gb0153647	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_20_100	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest in Minnesota	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00000044'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-06-13'}		{'has_raw_value': 'USA: Minnesota'}	{'has_raw_value': '47.5028 -93.4828', 'latitude': 47.5028, 'longitude': -93.4828}	Environmental	Terrestrial	Soil	Peat	Unclassified	2017-05-05	microbial communities		Peatland	June2016WEW_20_100	SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA	2021-06-16	wetland metagenome	Peatland at SPRUCE experiment site	gold:Gs0110138	img.taxon:3300018025		BIOSAMPLE:SAMN08778352							BIOSAMPLE:SAMN08778352
gold:Gb0153648	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_20_150	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest in Minnesota	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00000044'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-06-13'}		{'has_raw_value': 'USA: Minnesota'}	{'has_raw_value': '47.5028 -93.4828', 'latitude': 47.5028, 'longitude': -93.4828}	Environmental	Terrestrial	Soil	Peat	Unclassified	2017-05-05	microbial communities		Peatland	June2016WEW_20_150	SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA	2021-06-16	wetland metagenome	Peatland at SPRUCE experiment site	gold:Gs0110138	img.taxon:3300018018		BIOSAMPLE:SAMN08778353							BIOSAMPLE:SAMN08778353
gold:Gb0153649	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_7_10	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest in Minnesota	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00000044'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-06-13'}		{'has_raw_value': 'USA: Minnesota'}	{'has_raw_value': '47.5028 -93.4828', 'latitude': 47.5028, 'longitude': -93.4828}	Environmental	Terrestrial	Soil	Peat	Unclassified	2017-05-05	microbial communities		Peatland	June2016WEW_7_10	SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA	2021-06-16	wetland metagenome	Peatland at SPRUCE experiment site	gold:Gs0110138	img.taxon:3300018043		BIOSAMPLE:SAMN08777128							BIOSAMPLE:SAMN08777128
gold:Gb0153650	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_7_40	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest in Minnesota	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00000044'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-06-13'}		{'has_raw_value': 'USA: Minnesota'}	{'has_raw_value': '47.5028 -93.4828', 'latitude': 47.5028, 'longitude': -93.4828}	Environmental	Terrestrial	Soil	Peat	Unclassified	2017-05-05	microbial communities		Peatland	June2016WEW_7_40	SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA	2021-06-16	wetland metagenome	Peatland at SPRUCE experiment site	gold:Gs0110138	img.taxon:3300018008		BIOSAMPLE:SAMN08778354							BIOSAMPLE:SAMN08778354
gold:Gb0153651	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_7_100	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest in Minnesota	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00000044'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-06-13'}		{'has_raw_value': 'USA: Minnesota'}	{'has_raw_value': '47.5028 -93.4828', 'latitude': 47.5028, 'longitude': -93.4828}	Environmental	Terrestrial	Soil	Peat	Unclassified	2017-05-05	microbial communities		Peatland	June2016WEW_7_100	SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA	2021-06-16	wetland metagenome	Peatland at SPRUCE experiment site	gold:Gs0110138	img.taxon:3300018023		BIOSAMPLE:SAMN08779028							BIOSAMPLE:SAMN08779028
gold:Gb0153652	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_21_10	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest in Minnesota	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00000044'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-06-13'}		{'has_raw_value': 'USA: Minnesota'}	{'has_raw_value': '47.5028 -93.4828', 'latitude': 47.5028, 'longitude': -93.4828}	Environmental	Terrestrial	Soil	Peat	Unclassified	2017-05-05	microbial communities		Peatland	June2016WEW_21_10	SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA	2021-06-16	wetland metagenome	Peatland at SPRUCE experiment site	gold:Gs0110138	img.taxon:3300018044		BIOSAMPLE:SAMN08776812							BIOSAMPLE:SAMN08776812
gold:Gb0153653	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_21_40	Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest in Minnesota	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:00000044'}	{'has_raw_value': 'ENVO:00005774'}	nmdc:Biosample	{'has_raw_value': '2016-06-13'}		{'has_raw_value': 'USA: Minnesota'}	{'has_raw_value': '47.5028 -93.4828', 'latitude': 47.5028, 'longitude': -93.4828}	Environmental	Terrestrial	Soil	Peat	Unclassified	2017-05-05	microbial communities		Peatland	June2016WEW_21_40	SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA	2021-06-16	wetland metagenome	Peatland at SPRUCE experiment site	gold:Gs0110138	img.taxon:3300017996		BIOSAMPLE:SAMN08779029							BIOSAMPLE:SAMN08779029
gold:Gb0192454	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.bulkMG.T000H	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico; Great redox Experiment (GRE): soils exposed to 16 days of pretreatment which was 2 cycles of 4 day oxic (with air) and 4 days anoxic (with N2 gas).	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-08-24	microbial communities		soil	GRE.bulkMG.T000H	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	lab enriched forest soil	gold:Gs0128850	img.taxon:3300031947		BIOSAMPLE:SAMN11528528							BIOSAMPLE:SAMN11528528
gold:Gb0192455	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.bulkMG.HF172	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico; Great redox Experiment (GRE): after pretreatment soils exposed to high frequency (every 4 days) switch between oxic (with air) and anoxic (with N2 gas) conditions until the end of the experiment (44 days including pretreatment).	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-08-24	microbial communities		soil	GRE.bulkMG.HF172	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	lab enriched forest soil	gold:Gs0128850	img.taxon:3300031946		BIOSAMPLE:SAMN11532447							BIOSAMPLE:SAMN11532447
gold:Gb0192456	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.bulkMG.HF170	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico; Great redox Experiment (GRE): after pretreatment soils exposed to high frequency (every 4 days) switch between oxic (with air) and anoxic (with N2 gas) conditions until the end of the experiment (44 days including pretreatment).	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-08-24	microbial communities		soil	GRE.bulkMG.HF170	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	lab enriched forest soil	gold:Gs0128850	img.taxon:3300032035		BIOSAMPLE:SAMN11532521							BIOSAMPLE:SAMN11532521
gold:Gb0192457	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.bulkMG.OX080	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico; Great redox Experiment (GRE): static oxic - after pretreatment soils exposed to oxic (with air) redox conditions for the length of the entire experiment(44 days including pretreatment).	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-08-24	microbial communities		soil	GRE.bulkMG.OX080	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	lab enriched forest soil	gold:Gs0128850	img.taxon:3300031941		BIOSAMPLE:SAMN11532081							BIOSAMPLE:SAMN11532081
gold:Gb0192458	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.bulkMG.OX082	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico; Great redox Experiment (GRE): static oxic - after pretreatment soils exposed to oxic (with air) redox conditions for the length of the entire experiment(44 days including pretreatment).	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-08-24	microbial communities		soil	GRE.bulkMG.OX082	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	lab enriched forest soil	gold:Gs0128850	img.taxon:3300031945		BIOSAMPLE:SAMN11532520							BIOSAMPLE:SAMN11532520
gold:Gb0192459	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.bulkMG.AN108	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico; Great redox Experiment (GRE): static anoxic - after pretreatment soils exposed to anoxic (with N2 gas) redox conditions for the length of the entire experiment (44 days including pretreatment).	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-08-24	microbial communities		soil	GRE.bulkMG.AN108	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	lab enriched forest soil	gold:Gs0128850	img.taxon:3300033289		BIOSAMPLE:SAMN11532176							BIOSAMPLE:SAMN11532176
gold:Gb0192460	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.bulkMG.AN111	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico; Great redox Experiment (GRE): static anoxic - after pretreatment soils exposed to anoxic (with N2 gas) redox conditions for the length of the entire experiment (44 days including pretreatment).	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-08-24	microbial communities		soil	GRE.bulkMG.AN111	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	lab enriched forest soil	gold:Gs0128850	img.taxon:3300031573		BIOSAMPLE:SAMN10864215							BIOSAMPLE:SAMN10864215
gold:Gb0192461	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.bulkMG.LF176	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico; Great redox Experiment (GRE): after pretreatment soils exposed to low frequency switch between oxic (with air) and anoxic (with N2 gas) conditions (8 days of oxic followed by 4 day of anoxic) until the end of the experiment (44 days including pretreatment).	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-08-24	microbial communities		soil	GRE.bulkMG.LF176	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	lab enriched forest soil	gold:Gs0128850	img.taxon:3300031942		BIOSAMPLE:SAMN11532866							BIOSAMPLE:SAMN11532866
gold:Gb0192462	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.bulkMG.LF178	Lab enrichment of tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico; Great redox Experiment (GRE): after pretreatment soils exposed to low frequency switch between oxic (with air) and anoxic (with N2 gas) conditions (8 days of oxic followed by 4 day of anoxic) until the end of the experiment (44 days including pretreatment).	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-08-24	microbial communities		soil	GRE.bulkMG.LF178	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	lab enriched forest soil	gold:Gs0128850	img.taxon:3300031833		BIOSAMPLE:SAMN11528527							BIOSAMPLE:SAMN11528527
gold:Gb0195836	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.SIPMG.108b1f22	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico. Metagenome - Stable Isotope Probing	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-10-26	microbial communities		soil	GRE.SIPMG.108b1f22	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	forest soil	gold:Gs0128850	img.taxon:3300031748		BIOSAMPLE:SAMN11532402							BIOSAMPLE:SAMN11532402
gold:Gb0195837	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.SIPMG.108b1f23	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico. Metagenome - Stable Isotope Probing	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-10-26	microbial communities		soil	GRE.SIPMG.108b1f23	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	forest soil	gold:Gs0128850	img.taxon:3300031723		BIOSAMPLE:SAMN11532768							BIOSAMPLE:SAMN11532768
gold:Gb0195838	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.SIPMG.108b1f24	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico. Metagenome - Stable Isotope Probing	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-10-26	microbial communities		soil	GRE.SIPMG.108b1f24	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	forest soil	gold:Gs0128850	img.taxon:3300031751		BIOSAMPLE:SAMN11532490							BIOSAMPLE:SAMN11532490
gold:Gb0195839	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.SIPMG.108b1f25	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico. Metagenome - Stable Isotope Probing	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-10-26	microbial communities		soil	GRE.SIPMG.108b1f25	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	forest soil	gold:Gs0128850	img.taxon:3300031860		BIOSAMPLE:SAMN11532109							BIOSAMPLE:SAMN11532109
gold:Gb0195840	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.SIPMG.109b1f22	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico. Metagenome - Stable Isotope Probing	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-10-26	microbial communities		soil	GRE.SIPMG.109b1f22	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	forest soil	gold:Gs0128850	img.taxon:3300031713		BIOSAMPLE:SAMN11532139							BIOSAMPLE:SAMN11532139
gold:Gb0195841	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.SIPMG.109b1f23	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico. Metagenome - Stable Isotope Probing	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-10-26	microbial communities		soil	GRE.SIPMG.109b1f23	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	forest soil	gold:Gs0128850	img.taxon:3300031805		BIOSAMPLE:SAMN11532138							BIOSAMPLE:SAMN11532138
gold:Gb0195842	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.SIPMG.109b1f24	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico. Metagenome - Stable Isotope Probing	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-10-26	microbial communities		soil	GRE.SIPMG.109b1f24	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	forest soil	gold:Gs0128850	img.taxon:3300031778		BIOSAMPLE:SAMN11532405							BIOSAMPLE:SAMN11532405
gold:Gb0195843	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.SIPMG.109b1f25	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico. Metagenome - Stable Isotope Probing	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-10-26	microbial communities		soil	GRE.SIPMG.109b1f25	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	forest soil	gold:Gs0128850	img.taxon:3300031832		BIOSAMPLE:SAMN11532486							BIOSAMPLE:SAMN11532486
gold:Gb0195844	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico - GRE.SIPMG.174b1f20	Tropical soil microbial communities from Luquillo Experimental Forest, Puerto Rico. Metagenome - Stable Isotope Probing	{'has_raw_value': 'ENVO:01000174'}	{'has_raw_value': 'ENVO:01001803'}	{'has_raw_value': 'ENVO:00005778'}	nmdc:Biosample	{'has_raw_value': '2016-01-26'}	{'has_raw_value': '0.0', 'has_numeric_value': 0.0, 'has_unit': 'meter'}	{'has_raw_value': 'Puerto Rico: Rio Grande'}	{'has_raw_value': '18.321 -65.8172', 'latitude': 18.321, 'longitude': -65.8172}	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	2018-10-26	microbial communities		soil	GRE.SIPMG.174b1f20	El Verde, Luquillo Experimental Forest, Puerto Rico	2021-06-16	soil metagenome	forest soil	gold:Gs0128850	img.taxon:3300031724		BIOSAMPLE:SAMN11533374							BIOSAMPLE:SAMN11533374
